_id	npn	nlen	ft	dn	ndn	key1	key2	key3	key4
8SS08.01	141	2	chapter	Friendly Nations	हाम्रा मित्र राष्‍ट्रहरू	Social Studies	History	Nepal	International Relations
8SS08.02	143	2	chapter	United Nations and its Affiliates	संयुक्त राष्‍ट्र सङ्‌घ र यसका अङ्‌गहरू	Social Studies	History	Nepal	International Relations
8SS08.03	145	2	chapter	United Nations and Nepal	संयुक्त राष्‍ट्र सङ्‌घ र नेपाल	Social Studies	History	Nepal	International Relations
8SS08.04	147	2	chapter	Diplomatic Agencies	कूट्नीतिक नियोग	Social Studies	History	Nepal	Government
8SS08.05	149	2	chapter	Nepal's Participation in the International Arena	अन्तर्राष्‍ट्रिय क्षेत्रमा नेपालको योगदान	Social Studies	History	Nepal	Events
8SS08.06	151	1	chapter	Review Exercises	पुनरवलोकन अभ्यास	Social Studies			
8SS09.00	152	1	chapter	Intro to Deomgraphics	जनसङ्ख्याको परिचय र जनसाङ्ख्यिक अवस्था	Social Studies			
8SS09.01	153	2	chapter	Demographic Concepts	जनसाङ्‌ख्यिकीको अवधारणा	Social Studies	Economy	Other Economy	Population
8SS09.02	155	2	chapter	Demographic Baseline Survey	जनसाङ्‌ख्यिक आधारभुत मापन	Social Studies	Economy	Other Economy	Population
8SS09.03	157	2	chapter	Death and Migration	मृत्यु र बसाइँसराइ	Social Studies	Economy	Other Economy	Population
8SS09.04	159	2	chapter	Determinants of population change	जनसङ्‌ख्या परिवर्तनका निर्धारकहरू	Social Studies	Economy	Other Economy	Population
8SS09.05	161	2	chapter	Structure of Nepal's Population	नेपालको जनसङ्‌ख्या बनोद	Social Studies	Economy	Other Economy	Population
8SS09.06	163	2	chapter	Distribution of Population in Nepal	नेपालमा जनसङ्‌ख्या वितरण	Social Studies	History	Nepal	Other Nepal
8SS09.07	165	2	chapter	Internal and External Migration in Nepal	नेपालमा आन्तरिक र बाह्य बसाइँसराइ	Social Studies	History	Nepal	Other Nepal
8SS09.08	167	2	chapter	World Population Size and Growth Rate	विश्‍वमा जनसङ्‌ख्याको आकार र वृद्धि दर	Social Studies	Economy	Other Economy	Population
8SS09.09	169	1	chapter	Review Exercises	पूनरवलोकन अभ्यास	Social Studies			
8SS10.00	170	1	chapter	Population Growth and Management	जनसङ्ख्या वृद्धि र व्यवस्थापन	Social Studies			
8SS10.01	171	2	chapter	Population and Quality of Life	जनसङ्‌ख्या र गुणस्तरीय जीवन	Social Studies	Economy	Other Economy	Population
8SS10.02	173	2	chapter	Ways to Manage the Population	जनसङ्‌ख्या व्यवस्थापन गर्ने उपायहरू	Social Studies	Economy	Other Economy	Population
8SS10.03	175	2	chapter	Problems of Population Management in Nepal	नेपालमा जनसङ्‌ख्या व्यवस्थापनका समस्याहरू	Social Studies	Economy	Other Economy	Population
8SS10.04	177	2	chapter	Role of International Organizations	अन्तर्राष्‍ट्रिय सङ्‌घ संस्थाहरूको भूमिका	Social Studies	Community	Social Organization	Work
8SS10.05	179	1	chapter	Review Exercises	पुनरवलोकन अभ्यास	Social Studies			
9SS01.00	10	1	section	We and Our Society	हामी र हाम्रो समाज				
9SS01.01	10	3	chapter	Social Development	समाज विकास	Social Studies	Community	People	
9SS01.02	13	3	chapter	Types of Society	समाजका प्रकार	Social Studies	Community	People	
9SS01.03	16	2	chapter	Elements of Good Society	असल समाजका तत्त्वहरू	Social Studies	Community	People	
9SS01.04	18	2	chapter	Socialist	सामाजिकीकरण	Social Studies	Community	People	
9SS01.05	20	3	chapter	Our Identity	हाम्रो पहिचान	Social Studies	Community	People	
9SS01.06	23	5	chapter	National Pride	राष्‍ट्रिय गौरव	Social Studies	Community	People	
9SS02.00	28	1	section	Growth and Development Infrastructure	विकास र विकासका पूर्वाधार				
9SS02.01	28	3	chapter	Concept of Development	विकासको अवधारण	Social Studies	Community	Social Organization	Infrastructure
9SS02.02	31	5	chapter	Development Preconditions	विकासका पूर्वसर्तहरू	Social Studies	Community	Social Organization	Infrastructure
9SS02.03	36	9	chapter	Prerequisites for Development	विकासका पूर्वाधारहरू	Social Studies	Community	Social Organization	Infrastructure
9SS02.04	45	2	chapter	Traditional Ideas, Skills and Techniques and their Creative Use	परम्परागत ज्ञान, सिप र प्रविधि तथा तिनको सिर्जनशील प्रयोग	Social Studies	Community	Education	Textbooks
9SS03.00	47	1	section	Our Traditions, Social Values ​​and Recognition	हाम्रो परम्परा सामाजिक मूल्य र मान्यता				
9SS03.01	47	5	chapter	Our Traditional Skills	हाम्रा परम्परागत कला	Social Studies	Community	Education	Textbooks
9SS03.02	52	2	chapter	Nepali Sculpture	नेपाली मूर्तिकला	Social Studies	Arts	Visual Art	Sculpture
9SS03.03	54	4	chapter	Nepali Architecture	नेपाली वास्तुकला	Social Studies	Arts	Visual Art	Symbols
9SS03.04	58	3	chapter	Religious Tolerance and Secularism	धार्मिक सहिष्णुता र धर्म निरपेक्षता	Social Studies	Beliefs	Religions	Other Religions
9SS03.05	61	5	chapter	Contribution by National Personalities and Authorities	राष्‍ट्रिय व्यक्तित्व तथा विभूतिहरूको योगदान	Social Studies	Community	Government	National
9SS03.06	66	2	chapter	Empathy and Cooperation	समानुभूति र सहयोग	Social Studies	Community	Government	Other Government
9SS03.07	68	2	chapter	Peace and Culture	शान्ति र संस्कृति	Social Studies	Community	Peace	Other Peace
9SS04.00	70	1	section	Social Problems and Solutions	सामाजिक समस्याहरू र समाधान				
9SS04.01	70	3	chapter	Identify and Solve Docial Problems	सामाजिक समस्या पहिचान र समाधान	Social Studies	Issues	People	
9SS04.02	73	3	chapter	Corruption	भ्रष्‍टाचार	Social Studies	Issues	People	
9SS04.03	76	3	chapter	Social Problems: Human Trafficing, Misconduct and Abuse	सामाजिक समस्याहरू : देह व्यापार, दुर्व्यसन र दुर्व्यवहार	Social Studies	Issues	Human Rights	Girls & Women
9SS04.04	79	2	chapter	Contribution of National  and International Agencies to Social Reform	सामाजिक सुधारमा स्थानीय र राष्‍ट्रिय सङ्‌घ संस्थाको योगदान	Social Studies	Community	Social Organization	Non-Profits
9SS04.05	81	3	chapter	Efforts for Social Reform in Nepal	नेपालमा सामाजिक सुधारका लागि भएका प्रयासहरू	Social Studies	Community	Social Organization	Other Social Organization
9SS04.06	84	2	chapter	Conflict Cycles and Patterns	द्वन्‍द्व चक्र र निरूपण	Social Studies	History	Nepal	Conflicts
9SS05.00	86	1	section	Civic Awareness	नागरिक चेतना				
9SS05.01	86	2	chapter	Introduction to the Constitution	संविधानको परिचय	Social Studies	Community	Government	National
9SS05.02	88	4	chapter	Nepal's Constitutional Development Order	नेपालको संवैधानिक विकास क्रम	Social Studies	Community	Government	Current Affairs
9SS05.03	92	2	chapter	Constituent Assembly	संविधान सभा	Social Studies	Community	Government	Current Affairs
9SS05.04	94	4	chapter	Fundamental Rights	मौलिक हक	Social Studies	Issues	Human Rights	
9SS05.05	98	4	chapter	Fundamental Rights and Civic Duties	मौलिक हक र नागरिक कर्तव्य	Social Studies	Issues	Human Rights	
9SS05.06	102	4	chapter	Rights to Information	सूचनाको हक	Social Studies	Issues	Civil Rights	Other Civil Rights
9SS05.07	106	3	chapter	Good Governance	सुशासन	Social Studies	Community	Government	National
9SS05.08	109	3	chapter	Legal State	कानुनी राज्य	Social Studies	Community	Government	National
9SS05.09	112	2	chapter	Democratic Behavior	लोकतान्‍त्रिक आचरण	Social Studies	Community	Government	Democracy
9SS05.10	114	3	chapter	Civil Society	नागरिक समाज	Social Studies	Issues	Civil Rights	
9SS05.11	117	3	chapter	Peace and Order	शान्ति सुव्यवस्था	Social Studies	Community	Peace	Other Peace
9SS05.12	120	2	chapter	Unity in Diversity	विविधतामा एकता	Social Studies	Community	Everyday Life	Diversity
9SS05.13	122	4	chapter	Issues of Nationality and National Concern	राष्‍ट्रियता र राष्‍ट्रिय सरोकारका विषय	Social Studies	Issues	Civil Rights	Other Civil Rights
9SS06.00	126	1	section	Our Earth	हाम्रो पृथ्वी				
9SS06.01	126	4	chapter	Longitude and Time	देशान्तर र समय	Social Studies	Geography	Other Geography	
9SS06.02	130	4	chapter	The Topography of Nepal	नेपालको धरातलीय स्वरूप	Social Studies	Geography	Landforms	
9SS06.03	134	3	chapter	The Climate of Nepal	नेपालको हावापानी	Social Studies	Geography	Landforms	
9SS06.04	137	2	chapter	Nepal's Geographical Diversity and Flora	नेपालको भौगोलिक विविधता र वनस्पति	Social Studies	Geography	Landforms	
9SS06.05	139	2	chapter	Terrestrial Diversity and Life	धरातलीय विविधता र जनजीवन	Social Studies	Geography	Landforms	
9SS06.06	141	3	chapter	Status and Use of Nepal's Water Resources	नेपालको जलस्रोतको अवस्था र उपयोग	Social Studies	Geography	Landforms	
9SS06.07	144	3	chapter	Map Work	नक्सा कार्य	Social Studies	Geography	Maps	
9SS06.08	147	2	chapter	Understanding Distance	दुरी सम्बन्धी ज्ञान	Social Studies	Geography	Landforms	
9SS06.09	149	3	chapter	Asia: Geography and Natural Rnvironment	एसिया : भौगोलिक तथा प्राकृतिक वातावरण	Social Studies	Geography	Asia	
9SS06.10	152	5	chapter	Asia: Economic Activity and Social Life	एसिया : आर्थिक क्रियाकलाप र सामाजिक जीवन	Social Studies	Geography	Asia	
9SS06.11	157	3	chapter	Europe: Geography and Natural Environment	युरोप : भौगोलिक तथा प्राकृतिक वातावरण	Social Studies	Geography	Europe	
9SS06.12	160	2	chapter	Europe: Economic Activity and Social Life	युरोप : आर्थिक तथा सामाजिक जीवन	Social Studies	Geography	Europe	
9SS06.13	162	3	chapter	Geography and Natural Environment of the Continent of Australia	अस्ट्रेलिया महादेशको भौगोलिक तथा प्राकृतिक वातावरण	Social Studies	Geography	Oceania	Australia
9SS06.14	165	2	chapter	Australia: Economic Activity and Social life	अस्ट्रेलिया : आर्थिक क्रियाकलाप र सामाजिक जनजीवन	Social Studies	Geography	Oceania	Australia
9SS06.15	167	2	chapter	Asia, Europe, Australia and Nepal	एसिया, युरोप, अस्ट्रेलिया र नेपाल	Social Studies	Geography	Other Geography	
9SS07.00	169	1	section	Our Past	हाम्रो विगत				
9SS07.01	169	4	chapter	The Search for-, Study and Preservation of Historic Resources	ऐतिहासिक स्रोतहरूको खोजी, अध्ययन र तिनीहरूको संरक्षण	Social Studies	History	Archaeology	Other Archaeology
9SS07.02	173	4	chapter	The Royal Family of Kapilavastu, the Birthplace of Buddhism	बुद्‌धको जन्मभूमि कपिलवस्तुको शाक्यवंशीय इतिहास	Social Studies	History	Nepal	Famous Persons
9SS07.03	177	6	chapter	Prithvi Narayan Shah and Nepal's Unification Campaign	पृथ्वीनारायण शाह र नेपालको एकीकरण अभियान	Social Studies	History	Nepal	Events
9SS07.04	183	2	chapter	Impact of Nepal's Unification	नेपाल एकीकरणको प्रभाव	Social Studies	History	Nepal	Geography
9SS07.05	185	4	chapter	The Role of Heroes in the Nepal/British War	नेपाल अङ्‌ग्रेज युद्धमा वीर वीरङ्‌गनाहरूको योगदान	Social Studies	History	Nepal	Conflicts
9SS07.06	189	3	chapter	The Story of Nepal's English war and Nepalese Heroism	नेपाल अङ्‌ग्रेज यूद्ध र नेपाली वीरताको गाथा	Social Studies	History	Nepal	History
9SS07.07	192	4	chapter	The Rise and Fall of the Rana Dynasty	राणा शासनको उदय र पतनका कारणहरू	Social Studies	History	Nepal	History
9SS07.08	196	2	chapter	The Impact of Rana Rule	राणा शासनका प्रभावहरू	Social Studies	History	Nepal	History
9SS07.09	198	3	chapter	The Industrial Revolution and Its Impact	औद्योगिक क्रान्ति र प्रभाव	Social Studies	History	World	
9SS07.10	201	3	chapter	Genealogy of the Lucky Nanny	लक्की नानीको वंशावली	Social Studies	History	People	Other People
9SS07.11	204	2	chapter	Today's View of our Ancestors	हाम्रा पूर्वज : वर्तमानका मार्ग दर्शक	Social Studies	History	People	Other People
9SS08.00	206	1	section	Economic Activity	आर्थिक क्रियाकलाप				
9SS08.01	206	2	chapter	Agriculture	कृषि	Social Studies	Economy	Agriculture	
9SS08.02	208	3	chapter	Modern Agriculture	आधुनिक कृषि प्रणाल	Social Studies	Economy	Agriculture	Other Agriculture
9SS08.03	211	2	chapter	Agribusiness	कृषिको व्यवसायीकरणा	Social Studies	Economy	Business	Other Business
9SS08.04	213	4	chapter	Industry	उद्योग	Social Studies	Economy	Business	Companies
9SS08.05	217	4	chapter	Medium and Large Industry	मझौला तथा ठूला उद्योग	Social Studies	Economy	Business	Companies
9SS08.06	221	2	chapter	Business	व्यापार	Social Studies	Economy	Business	
9SS08.07	223	2	chapter	The Framework of Foreign Trade in Nepal	नेपालमा वैदेशिक व्यापारको ढाँचा	Social Studies	Economy	Law	International Trade
9SS08.08	225	2	chapter	Diversification of Trade in Nepal	नेपालमा व्यापार विविधीकरण	Social Studies	Economy	Law	Other Law
9SS08.09	227	1	chapter	Business Promotion and Marketing	व्यापार प्रवर्धन र बजारीकरण	Social Studies	Economy	Business	Market
9SS08.10	228	3	chapter	Relationships among  Agriculture, Industry and Trade	कृषि, उद्‌योग र व्यापारमा आपसी सम्बन्ध	Social Studies	Economy	Business	Economics
9SS08.11	231	3	chapter	Financial Planning	आर्थिक योजना	Social Studies	Economy	Finance	Interest
9SS08.12	234	2	chapter	Contribution of Economic Planning to Poverty Alleviation and Employment Promotion	गरिबी निवारण र रोजगार प्रवर्धनमा आर्थिक योजनाको योगदान	Social Studies	Issues	Poverty	
9SS08.13	236	3	chapter	Enthusiasm	उद्यमशीलता	Social Studies	Community	People	
9SS08.14	239	2	chapter	Creation and Management of Work	कामको सिर्जना र व्यवस्थापन	Social Studies	Economy		
9SS08.15	241	3	chapter	Labor	श्रम	Social Studies	Economy	Occupations	Other Occupations
9SS09.00	244	1	section	Our International Relations and Cooperation	हाम्रो अन्तर्राष्‍ट्रिय सम्बन्ध र सहयोग				
9SS09.01	244	5	chapter	Donor Nations and Institutions of Nepal	नेपालका दातृ राष्‍ट्र तथा संस्थाहरू	Social Studies	History	Nepal	International Relations
9SS09.02	249	2	chapter	Nepal in the United Nations	संयुक्त राष्‍ट्र सङ्‌घमा नेपाल	Social Studies	History	Nepal	International Relations
9SS09.03	251	2	chapter	Nepal's Contribution to the Establishment of International Peace	अन्तर्राष्‍ट्रिय शान्ति स्थापनामा नेपालको योगदान	Social Studies	History	Nepal	International Relations
9SS09.04	253	2	chapter	Diplomatic Agencies	कुटनीतिक नियोग	Social Studies	History	Nepal	International Relations
9SS09.05	255	2	chapter	Comprehensive Planning	समसामयिक घटना	Social Studies	History	Nepal	Events
10SS01.00	8	1	section	We and Our Society	हामी र हाम्रो समाज				
10SS01.01	8	5	chapter	Human Resource Development	मानव संसाधन विकास	Social Studies	Community	Education	Humanities
10SS01.02	13	3	chapter	Human Development Index and Nepal	मानव विकास सूचकाङ्‌क र नेपाल	Social Studies	Community	Education	Humanities
10SS01.03	16	3	chapter	The Basis of Regional Development and Federalism	क्षेत्रीय विकासको अवधारणा र सङ्‌घीयता	Social Studies	Community	Government	Local
10SS01.04	19	5	chapter	The Provinces of Nepal	नेपालका प्रदेशहरू	Social Studies	Community	Government	Local
10SS02.00	24	1	section	Development and Its Infrastructure	विकास र विकासका पुर्वाधारहरू				
10SS02.01	24	3	chapter	Sustainable Development	दिगो विकास	Social Studies	Economy	Other Economy	Sustainable Development
10SS02.02	27	3	chapter	Development Projects Run in Nepal	नेपालमा सञ्‍चालित विकास आयोजनाहरू	Social Studies	Community	Social Organization	Solutions
10SS02.03	30	4	chapter	Prerequisites for Development: Skilled Manpower and Employment	विकासका पूर्वाधार : दक्ष जनशक्ति र रोजगार	Social Studies	Community	Social Organization	Work
10SS02.04	34	4	chapter	Contemporary Development Goals and Nepal	समकालीन विकास लक्ष्य र नेपाल	Social Studies	Community	Social Organization	Work
10SS02.05	38	3	chapter	Generating Development Proposals at the Local Level	स्थानीय तहमा विकास प्रस्ताव तर्जुमा	Social Studies	Community	Social Organization	Solutions
10SS03.00	41	1	section	Recognition of Our Social Values	हाम्रा सामाजिक मूल्य मान्यता				
10SS03.01	41	4	chapter	Our National Heritage	हाम्रा राष्‍ट्रिय सम्पदा	Social Studies	History	Nepal	History
10SS03.02	45	2	chapter	Folk Songs of Nepal	नेपालका लोकगीत	Social Studies	Arts	Music	Other Music
10SS03.03	47	4	chapter	Nepalese Musical Instruments	नेपाली लोकबाजा	Social Studies	Arts	Musical Instruments	
10SS03.04	51	3	chapter	Our Folk and Classical Dance	हाम्रा लोक तथा शास्‍‌त्रीय नृत्य	Social Studies	Arts	Dance	Folk Dance
10SS03.05	54	2	chapter	Our National Holidays	हाम्रा राष्‍ट्रिय दिवसहरू	Social Studies	History	Nepal	Events
10SS03.06	56	3	chapter	International Personality	अन्तर्राष्‍ट्रिय व्यक्तित्व	Social Studies	History	Nepal	Famous Persons
10SS03.07	59	2	chapter	Cosmopolitanism	विश्‍वबधुत्व	Social Studies	Community	People	
10SS03.08	61	2	chapter	Responsibility for Senior Citizens	ज्येष्‍ठ नागरिकप्रतिको दायित्त्व	Social Studies	Community	People	
10SS04.00	63	1	section	Social Problems and Solutions	सामाजिक समस्या र समाधान				
10SS04.01	63	4	chapter	Human Trafficking as a Social Problem	सामाजिक समस्याका रूपमा मानव बेचबिखन	Social Studies	Issues	Human Rights	
10SS04.02	67	2	chapter	Domestic Violence and Untouchability	घरेलु हिंसा र छुवाछुत	Social Studies	Issues	Human Rights	
10SS04.03	69	3	chapter	Some Wrong Practices	केही गलत प्रथाहरू	Social Studies	Issues	Other Issues	
10SS04.04	72	2	chapter	The Role Played by International Organizations in Solving Social Problems	सामाजिक समस्या समाधानमा अन्तर्राष्‍ट्रिय संस्थाहरूले खेलेको भूमिका	Social Studies	History	Nepal	International Relations
10SS04.05	74	3	chapter	Some Other International Organizations	अन्य केही अन्तर्राष्‍ट्रिय संस्थाहरू	Social Studies	History	Nepal	International Relations
10SS04.06	77	2	chapter	Social Problem Recognition and Problem Solving Skills	सामाजिक समस्याको पहिचान र समस्या समाधानको सिप	Social Studies	Issues	Solutions	
10SS05.00	79	1	section	Civic Awareness	नागरिक चेतना				
10SS05.01	79	3	chapter	Legislature	व्यवस्थापिका	Social Studies	Community	Government	National
10SS05.02	82	3	chapter	Workforce	कार्य पालिका	Social Studies	Community	Government	Local
10SS05.03	85	3	chapter	Court of Justice	न्याय पालिका	Social Studies	Community	Government	National
10SS05.04	88	3	chapter	Constitutional Body	संवैधानिक निकाय	Social Studies	Community	Government	National
10SS05.05	91	2	chapter	Other Constitutional Commissions	अन्य संवैधानिक आयोगहरू	Social Studies	Community	Government	National
10SS05.06	93	3	chapter	Political Parties	राजनीतिक दलहरू	Social Studies	Community	Government	Other Government
10SS05.07	96	2	chapter	Electoral Process	निर्वाचन प्रक्रिया	Social Studies	Community	Government	National
10SS05.08	98	2	chapter	Citizens' Role in Elections	निर्वाचनमा नागरिकको भुमिका	Social Studies	Community	Government	Local
10SS05.09	100	4	chapter	Human Rights and National and International Organizations	मानव अधिकार र राष्‍ट्रिय तथा अन्तर्राष्‍ट्रिय निकायहरू	Social Studies	Issues	Human Rights	
10SS05.10	104	3	chapter	Rights Regarding Women and Tribals	महिला र आदिवासी तथा जनजाति सम्बन्धी अधिकार	Social Studies	Issues	Human Rights	Girls & Women
10SS05.11	107	3	chapter	Civic Identity and Citizenship	नागरिक पहिचान र नागरिकता	Social Studies	Issues	Civil Rights	Other Civil Rights
10SS06.00	110	1	section	Our Earth	हाम्रो पृथ्वी	Social Studies			
10SS06.01	110	4	chapter	The Type of Climate of the World and its Factors	विश्‍वका हावापानीका प्रकार र यसमा प्रभाव पार्ने तत्वहरू	Social Studies	Geography	Other Geography	
10SS06.02	114	3	chapter	Tropical Region	उष्ण प्रदेश	Social Studies	Geography	Landforms	
