7N09	साथीलाई चिठी (चिठी)
7N10	सुन उगेल्ने भाले (कथा)
7N11	कृषि ठुलो कि उद्योग ठुलो (वाद विवाद)
7N12	सुनौलो भोलि (गीत)
7N13	अलेक्जेन्डर फ्लेमिङ (जीवनी)
7N14	बोधसत्वको कथा (कथा)
7N15	म सौर्य उर्जा हुँ (प्रबन्ध)
7N16	रिस र राक्षस (कथा)
7N17	प्रधानाध्यापकलाई निवेदन (निवेदन)
7N18	आबाल ब्रह्‌मचारी षडानन्द (जीवनी)
7N19	सभ्यता (कविता)
7N20	नेपालको धार्मिक वास्तुकला (प्रबन्ध)
7N21	बाक्लो दाल (कथा)
8N01	नेपाल (कविता)
8N02	भाग्य (कथा)
8N03	देवकुमारी थापा (जीवनी)
8N04	ग्रन्थचित्र (प्रबन्ध)
8N05	निवेदन (निवेदन)
8N06	मित्रता (कथा)
8N07	सिप र श्रम (कविता)
8N08	भूगोलविद् हर्क गुरुङ (जीवनी)
8N09	प्रकृति र वातावरण (प्रबन्ध)
8N10	एउटा घटना (कथा)
8N11	दाजुलाई चिठी (चिठी)
8N12	मेरो घर (कविता)
8N13	विज्ञान अभिशाप नभई वरदान (वाद विवाद)
8N14	साहित्यकार रवीन्द्रनाथ ठाकुर (जीवनी)
8N15	ठग समातियो (कथा)
8N16	कम्प्युटर र इन्टरनेट (प्रबन्ध)
8N17	हामी एउटै हौँ (एकाङ्‍की)
8N18	अह्‍वान (कविता)
8N19	सिंह र स्यालको कथा (कथा)
8N20	नेपाली संस्कृति (प्रबन्ध)
8N21	सर आइज्याक न्युटन (जीवनी)
8N22	स्वाभिमान (कथा)
9N01	दुई मितको कथा
9N02	यात्रा सुरु गरौँ
9N03	सङ्‌गीतज्ञ रामशरण दर्नाल
9N04	म को हुँ ?
9N05	मानव बेचबिखन विरुद्ध हाम्रो दायित्व
9N06	बहिनीलाई चिठी
9N07	निद्रा
9N08	वसन्त कोकिल
9N09	जैविक खेती
9N10	मङ्‌गलाका तीन दिन
9N11	डाक्टर अङ्‌कल
9N12	आङ सान सुकी
9N13	सय रङ इन्द्रेनी
9N14	महिला हिंसा
9N15	छात्रावास
9N16	बन्धनबाट मुक्ति
10N01	जन्मभूमि (कथा)
10N02	सन्तुष्‍टि (कविता)
10N03	सन्दुक रुइत (जीवनी)
10N04	थाङ्‌का (निबन्ध)
10N05	म पनि सक्छु (मनोवाद)
10N06	व्यापारिक चिठी (चिठी)
10N07	प्रत्यागमन (कथा)
10N08	वर्षा (कविता)
10N09	हाम्रो संस्कृति (निबन्ध)
10N10	स्थानीयकरणभन्दा व्यापारीकरण बेस (वाद विवाद)
10N11	लक्ष्मीपूजा (कथा)
10N12	क्लारा जेटकिन (जीवनी)
10N13	जय भुँडी (निबन्ध)
10N14	म सडक बोल्दै छु (कविता)
10N15	टीका (एकाङ्की)
10N16	माउजङ बाबुसाहेको कोट (कथा)
11N01	वीर पुर्खा (कविता)
11N02	गाउँको माया (सामाजिक कथा)
11N03	संस्कृतिको नयाँ यात्रा (आत्मपरक निबन्ध)
11N04	योगमाया (राष्‍ट्रिय जीवनी)
11N05	साथीलाई चिठी (चिठी)
11N06	त्यो फेरि फर्कला ? (मनोवैज्ञानिक कथा)
11N07	पर्यापर्यटनका सम्भावना र आयाम (वस्तुपरक निबन्ध)
11N08	लौ आयो ताजा खबर (लघु नाटक)
11N09	सफलताको कथा (रिपोर्ताजमूलक रचना)
11N10	कृषिशालामा एक दिन (संवाद)
11N11	रारा भ्रमण (दैनिकी)
11N12	जलस्रोत र ऊर्जा (वक्तृता)
12N01	आमाको सपना
12N02	विरहिणी दमयन्ती
12N03	घनघस्याको उकालो काट्ता
12N04	व्यावसायिक पत्र
12N05	एक चिहान
12N06	स्टिफन विलियम हकिङ
12N07	हामीलाई बोलाउँछन् हिमचुली
12N08	मातृत्व
12N09	गोर्खे
12N10	नेपाली पहिचान
12N11	सहकारी
12N12	जीवन मार्ग
12N13	परिशिष्‍ट
4M01.00	ज्यामिति
4M01.01	ठोस आकृतिहरू
4M01.02	ठोस वस्तुको सतह, किनारा र कुना
4M01.03	कोणहरू
4M01.04	कोणहरूको नाप
4M01.05	१०/१० डिग्रीको अन्तरमा कोणहरूको रचना
4M01.06	९०° भन्दा ठुला र साना कोणहरू
4M02.00	सङ्ख्याहरूको धारणा
4M02.01	सङ्ख्याहरूको प्रारम्भ
4M02.02	करोडसम्मका सङ्ख्याहरू
4M02.03	सङ्ख्याहरूको शून्यान्त
4M02.04	रूढ र संयुक्त सङ्ख्याहरू
4M02.05	रूढ गुणन खण्डहरू
4M03.00	गणितका आधारभूत क्रियाहरू
4M03.01	घटाउ
4M03.02	घटाउ सम्बन्धी व्यावहारिक समस्याहरू
4M03.03	गुणन
4M03.04	गुणन सम्बन्धी व्यावहारिक समस्याहरू
4M03.05	भाग
4M03.06	भाग सम्बन्धी व्यावहारिक समस्याहरू
4M03.07	सरलीकरण
4M04.00	भिन्न, दशमलव, प्रतिशत र ऐकिक नियम
4M04.01	भिन्न
4M04.02	दशमलव सङ्ख्या
4M04.03	प्रतिशत
4M04.04	ऐकिक नियम
4M05.00	समय, मुद्रा र नापतौल
4M05.01	दिन, हप्ता, महिना र वर्ष
4M05.02	मुद्रा
4M05.03	दुरी
4M05.04	आयतको परिमिति
4M05.05	क्षेत्रफल
4M05.06	क्षमता
4M05.07	आयतन
4M05.08	तौल
4M06.01	बिल र बजेट
4M07.00	तथ्याङ्क शास्त्र
4M07.01	स्तम्भ लेखाचित्र
4M07.02	थर्मामिटर पढ्ने
4M07.03	क्रमजोडाहरू
4M08.00	समूह
4M08.01	परिचय
4M08.02	समूह लेख्‍ने तरिका
4M09.00	बीज गणित
4M09.01	चल र मान
4M09.02	बीजीय पद तथा अभिव्यञ्जक
4M09.03	सजातीय र विजातीय पदहरू
4M09.04	बीजीय समीकरण
5M01	ज्यामिति
5M02	सङ्ख्याको ज्ञान
5M03	गणितका आधारभूत क्रियाहरू
5M04	समय
5M05	मुद्रा
5M06	दुरी
5M07	परिमिति
5M08	क्षेत्रफल
5M09	क्षमता
5M10	आयतन
5M11	तौल
5M12	भिन्न र दशमलव
5M13	प्रतिशत
5M14	ऐकिक नियम र साधारण ब्याज
5M15	बिल र बजेट
5M16	तथ्याङ्कशास्त्र
5M17	समूह
5M18	बीजगणित
8M01	रेखा र कोण
8M02	त्रिभुज, चतुर्भुज र बहुभुजहरू
8M03	त्रिभुजको अनुरूपता र समरूपता
8M04	वृत्त
8M05	ठोस आकृतिहरू
8M06	निर्देशाङ्कहरू
8M07	क्षेत्रफल र आयतन
8M08	स्थानान्तरण
8M09	दिशास्थिति र स्केल ड्रइङ
8M10	समूह
8M11	पूर्ण सङ्ख्याहरू
8M12	पूर्णाङ्कहरू
8M13	आनुपातिक सङ्ख्याहरू
8M14	वास्तविक सङ्ख्याहरू
8M15	अनुपात, समानुपात र प्रतिशत
8M16	नाफा र नोक्सान
8M17	ऐकिक नियम
8M18	साधारण ब्याज
8M19	तथ्याङ्क शास्त्र
8M20	बीजीय अभिव्यञ्जकहरू
8M21	घाताङ्क
8M22	समीकरण, असमानता र लेखाचित्र
9M01	समूह
9M02	नाफा र नोक्सान
9M03	कमिसन तथा कर
9M04	घरायसी अङ्क गणित
9M05	क्षेत्रफल
9M06	ठोस वस्तुहरू
9M07	बीजीय अभिव्यञ्जकहरू
9M08	घाताङ्क
9M09	अनुपात र समानुपात
9M10	रेखीय समीकरण
9M11	वर्ग समीकरण
9M12	त्रिभुज
9M13	समानान्तर चतुर्भुज
9M14	रचना
9M15	समरूपता
9M16	वृत्त
9M17	त्रिकोणमिति
9M18	तथ्याङ्क शास्त्र
9M19	सम्भाव्यता
9M20	उत्तर माला
9Ma01.00	बीज गणित
9Ma01.01	सम्बन्ध र फलन
9Ma01.02	बहुपदीयहरू
9Ma01.03	अनुक्रम र श्रेणी
9Ma02	सीमान्त मान
9Ma03	मेट्रिक्स
9Ma04	निर्देशाङ्‌क ज्यामिति
9Ma05	त्रिकोणमिति
9Ma06	भेक्टर
9Ma07	स्थानान्तरण
9Ma08	तथ्याङ्‌क शास्त्र
9Ma09	उत्तर माला
10M01	समूह
10M02	कर र मुद्रा विनिमय
10M03	चक्रीय ब्याज
10M04	जनसङ्‌ख्या वृद्‌धि र मिश्रह्रास
10M05	समतलीय सतह
10M06	बेलना र गोला
10M07	प्रिज्म र पिरामिड
10M08	महत्तम समापवर्तक र लघुत्तम समापवर्त्य
10M09	साधारण मूलक र सर्ड
10M10	घाताङ्‌क
10M11	बीजीय भिन्न
10M12	समीकरण
10M13	त्रिभुज र चतुर्भुज
10M14	रचना
10M15	वृत्त
10M16	त्रिकोणमिति
10M17	तथ्याङ्‌क शास्त्र
10M18	सम्भाव्यता
10M19	उत्तर माला
4S01.00	खण्ड: १ विज्ञान
4S01.01	ढाड भएका र ढाड नभएका जनावरहरू
4S01.02	फुल पार्ने र बच्चा जन्माउने जनावरहरू
4S01.03	जमिनमा बस्ने जनावरहरू र तिनका लक्षणहरू
4S01.04	पानीमा बस्ने जनावरहरू र तिनका लक्षण
4S01.05	जीवन प्रक्रिया
4S01.06	बिरुवाका विकासका चरणहरू
4S01.07	जमिनमा पाइने बिरुवाहरू र  तिनका लक्षण
4S01.08	पानीमा पाइने बिरुवाहरु
4S01.09	सजीव र वातववरणको अन्तर सम्बन्ध
4S01.10	प्राकृतिक प्रकोप
4S01.11	पदार्थ
4S01.12	शक्ति
4S01.13	मौसम
4S01.14	ऋतु
4S01.15	पृथ्वी
4S01.16	सौर्य मण्डल
4S01.17	सूचना प्रवाहका साधनहरू र तिनको महत्त्व
4S01.18	हाम्रा केही स्थानीय प्रविधिहरू
4S02.00	खण्ड २: स्वास्थ्य शिक्षा
4S02.01	हाम्रो शरीर
4S02.02	शरीरका अङ्गहरूको सफाइ
4S02.03	वातावरण
4S02.04	स्वच्छ वातावरण तथा स्वस्थ जीवन
4S02.05	हाम्रो खाना
4S02.06	पोसिला खानेकुरा
4S02.07	रोगहरू
4S02.08	सरुवा रोगहरू
4S02.09	नसर्ने रोगहरू
4S02.10	दुर्घटनाबाट बचौँ
4S02.11	प्राथमिक उपचार
4S02.12	स्वास्थ्य, सेवा र सहयोग
4S02.13	धूमपान, मद्यपान र लागुपदाथ
4S03.00	खण्ड ३: शारीरिक शिक्षा
4S03.01	गतिशील अवस्थाका सीपहरू
4S03.02	दौडाइ
4S03.03	थरीथरीका उफ्राइ
4S03.04	फ्याँकाइ
4S03.05	स्थिर अवस्थाका सीपहरू
4S03.06	कवाज
4S03.07	शारीरिक व्यायाम
4S03.08	रमाइला खेलहरू
4S03.09	हाम्रा खेलहरू
4S03.10	कथानक खेल
4S03.11	बल रोक्ने र हान्ने खेल
4S03.12	ड्रिवलिङ खेल
4S03.13	पल्टनबाजी कार्य
4S03.14	सन्तुलन काय
5S01.00	विज्ञान
5S01.01	विभिन्न प्रकारका जनावर
5S01.02	कोष
5S01.03	पुतलीको जीवनचक्र
5S01.04	एक दलीय र दुई दलीय बिरुवाहरू
5S01.05	जनावर र बिरुवाहरूको सामान्य जीवन प्रक्रिया
5S01.06	मानवीय क्रियाकलापबाट वातावरणमा पर्ने प्रभाव
5S01.07	वातावरण संरक्षण
5S01.08	पदार्थको अवस्था परिवर्तन
5S01.09	शक्तिको स्रोत
5S01.10	मौसम
5S01.11	बादल
5S01.12	सौर्य परिवार
5S01.13	पृथ्वी
5S01.14	सूचना र सञ्चार
5S01.15	सामान्य स्थानीय प्रविधिहरू
5S02.00	स्वास्थ्य शिक्षा
5S02.01	व्यक्तिगत सरसफाइ
5S02.02	व्यायाम, आराम र निद्रा
5S02.03	वातावरणीय सरसफाइको आवश्यकता
5S02.04	ठोस फोहोरमैला
5S02.05	सन्तुलित भोजन
5S02.06	कुपोषणका कारण र बच्ने उपाय
5S02.07	सरुवा रोगहरू
5S02.08	एचआईभी र एड्स
5S02.09	दुर्घटनाबाट बचौँ
5S02.10	सावधानी तथा प्राथमिक उपचार
5S02.11	स्वास्थ्य सेवा तथा सामुदायिक स्वास्थ्य
5S02.12	स्वास्थ्य सेवा लिऔँ र सहयोग गरौँ
5S02.13	धूमपान
5S02.14	मद्यपान र लागुपदार्थ
5S03.00	शारीरिक शिक्षा
5S03.01	गतिशील अवस्थाका सीपहरू
5S03.02	उफ्राइ
5S03.03	फ्याँकाइ
5S03.04	रिले खेलहरू
5S03.05	स्थिर अवस्थाका सीपहरू
5S03.06	कवाज
5S03.07	शारीरिक व्यायाम (पी. टी.)
5S03.08	साधारण तथा स्थानीय खेलहरू
5S03.09	स्थानीय खेलहरू
5S03.10	सिर्जनात्मक खेलहरू
5S03.11	भकुन्डो खेल
5S03.12	सन्तुलन कार्य
5S03.13	पल्टनबाजी कार्य
6S01.00	वैज्ञानिक सिकाइ
6S01.01	वैज्ञानिक सिकाइको परिचय
6S01.02	नाप र एकाइ
6S01.03	नापका स्थानीय र प्रमाणिक एकाइहरू
6S01.04	ठुला तथा साना एकाइहरू
6S02.00	सूचना तथा सञ्चार प्रविधि
6S02.01	प्रविधि
6S02.02	दैनिक जीवनमा मोबाइलफोन र कम्प्युटरको प्रयोग
6S03.00	जीवहरू र तिनीहरूको बनोट
6S03.01	जीवहरूको अनुकूलता
6S03.02	खानाका आधारमा जनावरको वर्गीकरण
6S03.03	ढाड भएका जनावरहरू
6S03.04	फूल फुल्ने र फूल नफुल्ने बिरुवाहरू
6S04.00	जैविक विविधता र वातावरण
6S04.01	वातावरण
6S04.02	वातावरणमैत्री व्यवहार
6S04.03	पारिस्थितिक प्रणाली
6S04.04	बिरुवा, जनावर र सूक्ष्मजीवबिचको अन्तरसम्बन्ध
6S05.00	जीवन प्रक्रिया
6S05.01	पोषण प्रक्रिया
6S05.02	प्रकाश संश्लेषण प्रक्रिया
6S06.00	बल र चाल
6S06.01	चाल र यसका प्रकार
6S06.02	बल
6S06.03	सरल यन्त्र
6S07.00	दैनिक जीवनमा शक्ति
6S07.01	शक्तिका रूपहरू
6S07.02	ताप
6S07.03	प्रकाश
6S07.04	ध्वनि
6S08.00	विद्युत् र चुम्बकत्व
6S08.01	विद्युत् र चुम्बकत्व
6S08.02	विद्युत्
6S09.00	पदाथ
6S09.01	मिश्रण
6S09.02	घोल, कोलोइड र सस्पेन्सन
6S10.00	दैनिक प्रयोगका सामग्रीहरू
6S10.01	केही उपयोगी रसायनहरू
6S10.02	धातु र अधातुको परिचय
6S11.00	पृथ्वी र अन्तरिक्ष
6S11.01	माटो
6S11.02	पृथ्वी
6S11.03	सौर्यमण्डल
7S01	नाप
7S02	बल र गति
7S03	सरल यन्त्र
7S04	चाप
7S05	शक्ति, कार्य र सामथ्र्य
7S06	ताप
7S07	प्रकाश
7S08	ध्वनी
7S09	चुम्बक
7S10	विद्युत्
7S11	पदार्थ
7S12	मिश्रण
7S13	धातु र अधातु
7S14	केही उपयोगी रसायनहरू
7S15	सजीवहरू
7S16	कोष र तन्तु
7S17	जीवन प्रक्रिया
7S18	पृथ्वीको बनावट
7S19	मौसम र हावापानी
7S20	पृथ्वी र अन्तरिक्ष
7S21	वातावरण र यसको सन्तुलन
7S22	वातावरणीय हास तथा यसको संरक्षण
7S23	वातावरण र दिगो विकास
8S01	नाप
8S02	गति र प्रवेग
8S03	सरल यन्त्र
8S04	चाप
8S05	शक्ति, कार्य र सामर्थ्य
8S06	ताप
8S07	प्रकाश
8S08	ध्वनि
8S09	चुम्बकत्व
8S10	विद्युत्
8S11	पदार्थ
8S12	मिश्रण
8S13	धातु र अधातु
8S14	अम्ल, क्षार र लवण
8S15	केही उपयोगी रसायनहरू
8S16	सजीवहरु
8S17	कोष र तन्तु
8S18	जीवन प्रक्रिया
8S19	पृथ्वीको बनोट
8S20	मौसम र हावापानी
8S21	पृथ्वी र अन्तरिक्ष
8S22	वातावरण र यसको सन्तुलन
8S23	वातावरणीय ह्रास तथा यसको संरक्षण
8S24	वातावरण र दिगो विकास
9S01	नाप
9S02	बल
9S03	यन्त्र
9S04	कार्य, शक्ति र सामर्थ्य
9S05	प्रकाश
9S06	ध्वनि
9S07	धारा विद्‌यूत्‌ र चूम्बकत्व
9S08	तत्त्वहरूको वर्गीकरण
9S09	रासायनिक प्रतिक्रिया
9S10	घोल्यमात्रा
9S11	केही ग्याँसहरू
9S12	धातु
9S13	कार्बन र यसको यौगिकहरू
9S14	पानी
9S15	कृषिमा प्रयोग हूने रासायनिक मल
9S16	बिरुवाहरू र जनावरहरूको वर्गीकरण
9S17	जीवहरूको अनुकूलता
9S18	प्रणाली
9S19	ज्ञानेन्द्रियहरू
9S20	क्रम विकास
9S21	प्रकृति र वातावरण
9S22	प्राकृतिक प्रकोप
9S23	हरित गृह
9S24	ब्रह्‌माण्डमा पृथ्वी
10S01	बल
10S02	चाप
10S03	ऊर्जा
10S04	ताप
10S05	प्रकाश
10S06	धारा विद्‌युत र चुम्बकत्व
10S07	तत्तवहरूको वर्गीकरण
10S08	रासायनिक प्रतिक्रिया
10S09	अम्ल, क्षार र लवण
10S10	केही ग्याँसहरू
10S11	धातुहरू
10S12	हाइड्रोकार्बन र यसका यौगिकहरू
10S13	दैनिक जीवनमा प्रयोग हूने वतुहरू
10S14	ढाड नभएका जनावरहरू
10S15	मानव स्नायु र ग्रन्थि प्रणाली
10S16	मानव शरीरमा रक्त सञ्चार क्रिया
10S17	क्रोमोजोम र लिङ्‌ग निर्धारण
10S18a	अमैथुनिक र मैथुनिक प्रजनन
10S18b	बिरुवामा हुने कृत्रिम प्रजनन
10S19	वंशानुक्रम
10S20	वातावरणीय प्रदूषण र व्यवस्थापन
10S21	पृथ्वीको इतिहास
10S22	जलवायु परिवर्तन र वायु मण्डल
10S23	ब्रह्‌माण्ड
10CS01.01	नेटवर्किङ र दूरसञ्‍चार प्रविधि
10CS01.02	सूचना तथा सञ्‍चार प्रविधिका नैतिक तथा सामाजिक पक्ष
10CS01.03	कम्प्युटरको सुरक्षा
10CS01.04	इ–कमर्स
10CS01.05	समसामायिक प्रविधिहरू
10CS01.06	नम्बर प्रणाली
10CS02.01	डाटाबेस व्यवस्थापन प्रणाली
10CS03.01	क्युबेसिक प्रोग्रामिङको परिचय
10CS03.02	मोड्‍युलर प्रोग्रामिङ
10CS03.03	QBASIC मा फाइलको प्रयोग
10CS04.01	स्ट्रक्चर्ड प्रोग्रामिङ– सी
6H01	मानव शरीर
6H02	सामुदायिक स्वास्थ्य तथा मानसिक स्वास्थ्य
6H03	पोषण र खाद्य सुरक्षा
6H04	रोग, सुरक्षा र प्राथमिक उपचार
6H05	यौनिक र प्रजनन स्वास्थ्य
6H06	शारीरिक कसरत र कवाज
6H07	एथलेटिक्स र साहसिक क्रियाकलाप
6H08	खेलहरू
6H09	योग
6H10	कलाको परिचय, रेखाङ्‌कन र रङ
6H11	छपाइ, माटाको काम, कोलाज र निर्माण
6H12	गायन र वादन
6H13	नृत्य र अभिनय
7H01.00	स्वास्थ्य शिक्षा
7H01.01	मानव शरीर
7H01.02	व्यक्तिगत स्वास्थ्य
7H01.03	पोषण
7H01.04	रोग
7H01.05	किशोरावस्था, यौन तथा प्रजनन स्वास्थ्य
7H01.06	लागुपदार्थ, धूमपान र मद्‌यपान
7H01.07	वातावरणीय स्वास्थ्य
7H01.08	सुरक्षा तथा प्राथमिक उपचार
7H01.09	पारिवारिक र सामुदायिक स्वास्थ्य
7H02.00	शारीरिक शिक्षा
7H02.01	कसरत
7H02.02	कवाज
7H02.03	शारीरिक व्यायाम
7H02.04	योग
7H02.05	खेल
7H02.06	एथ्‍लेटिक्स
8H01.00	स्वास्थ्य शिक्षा
8H01.01	मानव शरीर
8H01.02	व्यक्तिगत स्वास्थ्य
8H01.03	पोष०ा
8H01.04	रोग
8H01.05	किशोरावस्था, यौन तथा प्रजनन स्वास्थ्य
8H01.06	लागु पदार्थ, धूमपान र मद्‌यपान
8H01.07	वातावरणीय स्वास्थ्य
8H01.08	सुरक्षा तथा प्राथमिक उपचार
8H01.09	पारिवारिक र सामुदायिक स्वास्थ्य
8H02.00	शारीरिक शिक्षा
8H02.01	कसरत
8H02.02	कवाज
8H02.03	शारीरिक व्यायाम
8H02.04	योग
8H02.05	खेल
8H02.06	एथलेटिक्स
9H01	स्वास्थ्य जनसङ्‌ख्या तथा वातावरण शिक्षाको अवधारणा
9H02	जन साङ्‌ख्यिकी र जनसङ्‌ख्या परिवर्तन
9H03	जनसङ्‌ख्या, वातावरण र विकास
9H04	नेपालको जन साङ्‌ख्यिक स्थिति र वातावरण
9H05	पारिवारिक जीवन शिक्षा
9H06	प्राकृतिक स्रोत तथा जैविक विविधत
9H07	वातावरणीय स्वास्थ्य
9H08	किशोरावस्था, यौन तथा प्रजनन्‌ स्वास्थ्य
9H09	उपभोक्ता स्वास्थ्य
9H10	प्राथमिक स्वास्थ्य हेरचाह र जोखिमप्रति सावधानी तथा सुरक्षा
10H01	स्वास्थ्य प्रवर्धन र मानसिक स्वास्थ्य
10H02	मानव शरीर
10H03	बृहत् यौनिकता शिक्षा
10H04	विद्यालय स्वास्थ्य र सुरक्षित विद्यालय वातावरण
10H05	रोगहरू
10H06	पोषण
10H07	खेल विज्ञान
10H08	कवाज तथा शारीरिक व्यायाम
10H09	एथलेटिक्स
10H10	खेलहरू
10H11	ब्याडमिन्टन
10H12	योगा
6V06.03	विक्रेता सिप
6V06.04	हाट बजार
6V07.00	तरकारी खेती
6V07.01	करेसाबारीको परिचय
6V08.00	फलफूल खेती
6V08.01	स्‍थानीय स्तरका फलफूल खेतीको परिचय
6V09.00	सुख्खा तरकारी, फलफूल तथा खाद्य सामग्री
6V09.01	सूख्खा तरकारी तथा फलफूल बनाउने तरिका
6V09.02	केही खाद्‌य सामग्री बनाउने तरिका
6V10.00	फूल तथा जडीबुटी खेती
6V10.01	फुल खेतीको परिचय
6V10.02	जडीबूटीको परिचय र महत्त्व
6V11.00	पशुपक्षीको स्याहार र हेरचाह
6V11.01	(क) भेडा/ बाख्रा/च्याङ्‌ग्रा पालन
6V11.02	(ख) गाई/भैँसी पालन
6V11.03	(ग) कुखूरा/हाँस पालन
6V11.04	(घ) बङ्‌गुर पालन
6V11.05	(ङ) माछा पालन
6V11.06	(च) मौरी पालन
6V12.00	शिल्पकला
6V12.01	कागजको परिचय र महत्तव
6V12.02	ओरिगामी र किरिगामी प्रविधिबाट सामग्री निर्माण
6V12.03	बेतबाँस, पराल, छ्वाली, बाबियो आदिबाट सामग्री निर्माण
6V12.04	खेर गएका वस्‍तुबाट सामग्री निर्माण
6V13.00	माटोको काम
6V13.01	माटोबाट सामान बनाउने काय
6V14.00	सिलाइ बुनाइ
6V14.01	सिलाइ बुनाइ
6V14.02	फेब्रिक पेन्टिङ
6V15.00	स्थानीय प्रविधि
6V15.01	हाम्रा स्थानीय प्रविधिहरू
6V15.02	स्थानीय स्तरमा प्रयोगमा आउने सामान्य उपकरणहरू
6V16.00	आधुनिक प्रविधि
6V16.01	आधुनिक प्रविधिको परिचय र महत्त्व
6V16.02	सूचना प्रविधिको परिचय र महत्त्व
6V16.03	सूचना स्रोतका रूपमा कम्प्‍युटर
6V16.04	वैकल्पिक ऊर्जाको परिचय र महत्त्व
7V01.00	पेसागत शिक्षा
7V01.01	पेसा र पेसागत शिक्षा
7V01.02	पेसाको वर्गीकरण
7V01.03	पेसा र तालिमको सम्बन्ध
7V01.04	प्राविधिक पेसा
7V01.05	चिकित्सा क्षेत्रसँग सम्बन्धित पेसा र जनशक्ति
7V01.06	इन्जिनियरिङ क्षेत्रसँग सम्बन्धित पेसा र जनशक्ति
7V01.07	कृषि तथा वन क्षेत्रसँग सम्बन्धित पेसा र जनशक्ति
7V01.08	वित्तीय क्षेत्रसँग सम्बन्धित पेसा र जनशक्ति
7V01.09	पर्यटन क्षेत्रसँग सम्बन्धित पेसा र जनशक्ति
7V01.10	शिक्षण सेवा क्षेत्रसँग सम्बन्धित पेसा र जनशक्ति
7V01.11	सार्वजनिक सेवा क्षेत्रसँग सम्बन्धित पेसा र जनशक्ति
7V02.00	रोजगारी, तालिम तथा शिक्षा
7V02.01	क्षेत्रीय तथा राष्ट्रिय रोजगारीको परिचय र महत्त्व
7V02.02	साधारण तथा व्यावसायिक तालिमको प्रकार
7V02.03	प्राविधिक शिक्षा तथा व्यावसायिक तालिम
7V02.04	प्राविधिक शिक्षा तथा व्यावसायिक तालिम प्रदायक संस्थाहरू
